Unnamed: 0,img,doctor,M1,M2,M3,M4,M5,experience,spearman,spearman_p,is_constant_rating,top_models
160,473_HC.png,Doc_F,4,5,5,4,5,non-expert,0.28867513459481287,0.6376180914006018,False,"['M2', 'M3', 'M5']"
161,510_HC.png,Doc_F,4,5,5,5,5,non-expert,0.7071067811865475,0.18169011381620928,False,"['M2', 'M3', 'M4', 'M5']"
162,512_HC.png,Doc_F,4,5,5,5,5,non-expert,0.7071067811865475,0.18169011381620928,False,"['M2', 'M3', 'M4', 'M5']"
163,193_2HC.png,Doc_F,2,2,5,4,5,non-expert,0.7905694150420949,0.11136715471408382,False,"['M3', 'M5']"
164,208_HC.png,Doc_F,3,4,5,4,4,non-expert,0.4472135954999579,0.45018485575210093,False,['M3']
165,001_HC.png,Doc_F,1,1,1,4,4,non-expert,0.8660254037844386,0.05766888562243733,False,"['M4', 'M5']"
166,178_HC.png,Doc_F,3,4,4,5,5,non-expert,0.9486832980505137,0.013846832988859107,False,"['M4', 'M5']"
167,160_HC.png,Doc_F,3,5,5,5,5,non-expert,0.7071067811865475,0.18169011381620928,False,"['M2', 'M3', 'M4', 'M5']"
168,350_HC.png,Doc_F,4,5,5,5,5,non-expert,0.7071067811865475,0.18169011381620928,False,"['M2', 'M3', 'M4', 'M5']"
169,712_2HC.png,Doc_F,4,4,5,5,5,non-expert,0.8660254037844386,0.05766888562243733,False,"['M3', 'M4', 'M5']"
170,058_HC.png,Doc_F,3,5,5,5,5,non-expert,0.7071067811865475,0.18169011381620928,False,"['M2', 'M3', 'M4', 'M5']"
171,072_HC.png,Doc_F,4,5,5,5,5,non-expert,0.7071067811865475,0.18169011381620928,False,"['M2', 'M3', 'M4', 'M5']"
172,719_HC.png,Doc_F,4,5,5,5,5,non-expert,0.7071067811865475,0.18169011381620928,False,"['M2', 'M3', 'M4', 'M5']"
173,352_2HC.png,Doc_F,4,5,5,5,5,non-expert,0.7071067811865475,0.18169011381620928,False,"['M2', 'M3', 'M4', 'M5']"
174,375_HC.png,Doc_F,4,4,4,5,5,non-expert,0.8660254037844386,0.05766888562243733,False,"['M4', 'M5']"
175,057_HC.png,Doc_F,5,5,5,4,4,non-expert,-0.8660254037844386,0.05766888562243733,False,"['M1', 'M2', 'M3']"
176,035_HC.png,Doc_F,3,4,4,5,4,non-expert,0.6708203932499368,0.21516994256955005,False,['M4']
177,357_HC.png,Doc_F,3,5,5,5,5,non-expert,0.7071067811865475,0.18169011381620928,False,"['M2', 'M3', 'M4', 'M5']"
178,026_2HC.png,Doc_F,2,2,1,5,4,non-expert,0.5642880936468347,0.32172333582430024,False,['M4']
179,032_HC.png,Doc_F,2,3,3,4,5,non-expert,0.9746794344808963,0.004818230468198566,False,['M5']
180,708_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
181,110_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
182,089_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
183,592_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
184,380_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
185,771_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
186,519_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
187,561_2HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
188,439_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
189,493_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
190,473_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
191,510_HC.png,AI,1,2,3,4,5,,0.9999999999999999,1.4042654220543672e-24,False,['M5']
